document,driver_id,vehicle_id,policy_id,underwriting_decision,risk_class,reason_for_decline,content
motor_insurance_hk_data_non_pii_114423oct2024.csv,33798006,22129016,9807031771,Declined,Low Risk,Low credit score,"Driver ID: 33798006, Age: 61, Gender: Male, Driving Experience: 14 years, Occupation: Professional, Vehicle: BMW C-Class, Year: 2006, Value: 125220.01 HKD, Engine Size: 1000cc, Registration City: Kowloon, Policy ID: 9807031771, Coverage: Third Party, Premium: 17985.48 HKD, Policy Term: 1 year(s), Excess: 3074.17 HKD, Effective Date: 2024-05-18, Expiry Date: 2025-06-15, Renewal Status: Non-renewal, Driving Record: 1 Accident, Claims History: 4, Traffic Violations: 0, Vehicle Usage: Private, Credit Score: 700, Underwriting Decision: Declined, Risk Class: Low Risk, Reason for Decline: Low credit score"
motor_insurance_hk_data_non_pii_114423oct2024.csv,25059448,16868054,8021706013,Approved,Medium Risk,,"Driver ID: 25059448, Age: 56, Gender: Other, Driving Experience: 4 years, Occupation: Professional, Vehicle: Honda Civic, Year: 2021, Value: 770676.78 HKD, Engine Size: 1000cc, Registration City: New Territories, Policy ID: 8021706013, Coverage: Comprehensive, Premium: 9724.84 HKD, Policy Term: 1 year(s), Excess: 4682.92 HKD, Effective Date: 2024-05-22, Expiry Date: 2025-06-28, Renewal Status: Non-renewal, Driving Record: 1 Accident, Claims History: 4, Traffic Violations: 3, Vehicle Usage: Private, Credit Score: 762, Underwriting Decision: Approved, Risk Class: Medium Risk, Reason for Decline: None"
motor_insurance_hk_data_non_pii_114423oct2024.csv,31628340,56407145,2081921348,Approved,Medium Risk,,"Driver ID: 31628340, Age: 36, Gender: Male, Driving Experience: 5 years, Occupation: Teacher, Vehicle: Honda Civic, Year: 2018, Value: 134473.73 HKD, Engine Size: 1000cc, Registration City: Kowloon, Policy ID: 2081921348, Coverage: Third Party, Premium: 11502.29 HKD, Policy Term: 1 year(s), Excess: 3510.47 HKD, Effective Date: 2024-04-13, Expiry Date: 2025-03-26, Renewal Status: Auto-renew, Driving Record: Multiple Accidents, Claims History: 1, Traffic Violations: 3, Vehicle Usage: Commercial, Credit Score: 793, Underwriting Decision: Approved, Risk Class: Medium Risk, Reason for Decline: None"
motor_insurance_hk_data_non_pii_114423oct2024.csv,22954425,97850425,3248138334,Pending,Low Risk,,"Driver ID: 22954425, Age: 59, Gender: Other, Driving Experience: 23 years, Occupation: Professional, Vehicle: McLaren Daytona SP3, Year: 2008, Value: 923548.51 HKD, Engine Size: 2000cc, Registration City: New Territories, Policy ID: 3248138334, Coverage: Third Party, Premium: 10699.86 HKD, Policy Term: 1 year(s), Excess: 2248.27 HKD, Effective Date: 2024-04-09, Expiry Date: 2024-05-15, Renewal Status: Auto-renew, Driving Record: Clean, Claims History: 2, Traffic Violations: 0, Vehicle Usage: Commercial, Credit Score: 378, Underwriting Decision: Pending, Risk Class: Low Risk, Reason for Decline: None"
motor_insurance_hk_data_non_pii_114423oct2024.csv,63632672,97997316,7528153648,Declined,Medium Risk,High vehicle value,"Driver ID: 63632672, Age: 69, Gender: Female, Driving Experience: 31 years, Occupation: Teacher, Vehicle: Honda Civic, Year: 2011, Value: 982532.66 HKD, Engine Size: 3000cc, Registration City: Kowloon, Policy ID: 7528153648, Coverage: Third Party, Premium: 9477.38 HKD, Policy Term: 1 year(s), Excess: 3161.5 HKD, Effective Date: 2024-01-11, Expiry Date: 2024-08-13, Renewal Status: Non-renewal, Driving Record: 1 Accident, Claims History: 0, Traffic Violations: 3, Vehicle Usage: Commercial, Credit Score: 766, Underwriting Decision: Declined, Risk Class: Medium Risk, Reason for Decline: High vehicle value"
motor_insurance_hk_data_non_pii_114423oct2024.csv,73102211,81039140,2022245611,Approved,Low Risk,,"Driver ID: 73102211, Age: 42, Gender: Male, Driving Experience: 3 years, Occupation: Clerical, Vehicle: Bentley Corolla, Year: 2013, Value: 422314.78 HKD, Engine Size: 1500cc, Registration City: Hong Kong, Policy ID: 2022245611, Coverage: Third Party, Premium: 13443.45 HKD, Policy Term: 1 year(s), Excess: 4504.75 HKD, Effective Date: 2024-10-15, Expiry Date: 2025-01-12, Renewal Status: Non-renewal, Driving Record: 1 Accident, Claims History: 2, Traffic Violations: 2, Vehicle Usage: Commercial, Credit Score: 815, Underwriting Decision: Approved, Risk Class: Low Risk, Reason for Decline: None"
motor_insurance_hk_data_non_pii_114423oct2024.csv,92657063,12628025,4820945566,Pending,High Risk,,"Driver ID: 92657063, Age: 33, Gender: Other, Driving Experience: 18 years, Occupation: Teacher, Vehicle: Toyota Mulliner Batur, Year: 2022, Value: 561684.15 HKD, Engine Size: 1500cc, Registration City: Kowloon, Policy ID: 4820945566, Coverage: Comprehensive, Premium: 11590.94 HKD, Policy Term: 1 year(s), Excess: 3214.29 HKD, Effective Date: 2024-01-23, Expiry Date: 2024-09-24, Renewal Status: Auto-renew, Driving Record: 1 Accident, Claims History: 3, Traffic Violations: 0, Vehicle Usage: Commercial, Credit Score: 629, Underwriting Decision: Pending, Risk Class: High Risk, Reason for Decline: None"
motor_insurance_hk_data_non_pii_114423oct2024.csv,26917399,34682239,7091276536,Declined,Medium Risk,High vehicle value,"Driver ID: 26917399, Age: 60, Gender: Other, Driving Experience: 12 years, Occupation: Teacher, Vehicle: Bentley Mulliner Batur, Year: 2009, Value: 244736.82 HKD, Engine Size: 1000cc, Registration City: Kowloon, Policy ID: 7091276536, Coverage: Third Party, Premium: 7165.96 HKD, Policy Term: 1 year(s), Excess: 2409.62 HKD, Effective Date: 2024-05-21, Expiry Date: 2024-12-30, Renewal Status: Non-renewal, Driving Record: 1 Accident, Claims History: 1, Traffic Violations: 1, Vehicle Usage: Commercial, Credit Score: 605, Underwriting Decision: Declined, Risk Class: Medium Risk, Reason for Decline: High vehicle value"
motor_insurance_hk_data_non_pii_114423oct2024.csv,93761725,44244759,8362785918,Declined,High Risk,Poor driving record,"Driver ID: 93761725, Age: 45, Gender: Male, Driving Experience: 19 years, Occupation: Professional, Vehicle: McLaren C-Class, Year: 2017, Value: 953039.29 HKD, Engine Size: 1000cc, Registration City: New Territories, Policy ID: 8362785918, Coverage: Comprehensive, Premium: 17404.45 HKD, Policy Term: 1 year(s), Excess: 2771.46 HKD, Effective Date: 2024-05-05, Expiry Date: 2025-09-06, Renewal Status: Auto-renew, Driving Record: Multiple Accidents, Claims History: 2, Traffic Violations: 0, Vehicle Usage: Private, Credit Score: 780, Underwriting Decision: Declined, Risk Class: High Risk, Reason for Decline: Poor driving record"
motor_insurance_hk_data_non_pii_114423oct2024.csv,37742074,76729516,3758138406,Declined,High Risk,Low credit score,"Driver ID: 37742074, Age: 34, Gender: Other, Driving Experience: 29 years, Occupation: Clerical, Vehicle: Audi Civic, Year: 2005, Value: 850946.8 HKD, Engine Size: 2500cc, Registration City: New Territories, Policy ID: 3758138406, Coverage: Third Party, Premium: 19871.28 HKD, Policy Term: 1 year(s), Excess: 4399.47 HKD, Effective Date: 2024-09-08, Expiry Date: 2025-01-11, Renewal Status: Auto-renew, Driving Record: Multiple Accidents, Claims History: 4, Traffic Violations: 3, Vehicle Usage: Commercial, Credit Score: 751, Underwriting Decision: Declined, Risk Class: High Risk, Reason for Decline: Low credit score"
motor_insurance_hk_data_non_pii_114423oct2024.csv,40567244,65978162,8442871919,Approved,Low Risk,,"Driver ID: 40567244, Age: 33, Gender: Female, Driving Experience: 23 years, Occupation: Teacher, Vehicle: Toyota X5, Year: 2006, Value: 934624.54 HKD, Engine Size: 3000cc, Registration City: Hong Kong, Policy ID: 8442871919, Coverage: Third Party, Premium: 5330.39 HKD, Policy Term: 1 year(s), Excess: 3826.13 HKD, Effective Date: 2024-04-18, Expiry Date: 2025-02-06, Renewal Status: Auto-renew, Driving Record: 1 Accident, Claims History: 0, Traffic Violations: 2, Vehicle Usage: Commercial, Credit Score: 601, Underwriting Decision: Approved, Risk Class: Low Risk, Reason for Decline: None"
motor_insurance_hk_data_non_pii_114423oct2024.csv,67124183,14224020,7345788657,Approved,Low Risk,,"Driver ID: 67124183, Age: 48, Gender: Male, Driving Experience: 5 years, Occupation: Clerical, Vehicle: Bentley Speedtail, Year: 2013, Value: 701874.09 HKD, Engine Size: 2500cc, Registration City: Kowloon, Policy ID: 7345788657, Coverage: Third Party, Premium: 8718.75 HKD, Policy Term: 1 year(s), Excess: 4359.52 HKD, Effective Date: 2024-07-06, Expiry Date: 2024-09-14, Renewal Status: Non-renewal, Driving Record: Multiple Accidents, Claims History: 4, Traffic Violations: 2, Vehicle Usage: Private, Credit Score: 681, Underwriting Decision: Approved, Risk Class: Low Risk, Reason for Decline: None"
motor_insurance_hk_data_non_pii_114423oct2024.csv,83532036,93041073,3241267568,Pending,Low Risk,,"Driver ID: 83532036, Age: 25, Gender: Other, Driving Experience: 24 years, Occupation: Teacher, Vehicle: Honda A4, Year: 2012, Value: 428466.28 HKD, Engine Size: 2500cc, Registration City: Kowloon, Policy ID: 3241267568, Coverage: Comprehensive, Premium: 18000.12 HKD, Policy Term: 1 year(s), Excess: 4914.71 HKD, Effective Date: 2024-01-09, Expiry Date: 2025-03-12, Renewal Status: Auto-renew, Driving Record: 1 Accident, Claims History: 4, Traffic Violations: 1, Vehicle Usage: Commercial, Credit Score: 307, Underwriting Decision: Pending, Risk Class: Low Risk, Reason for Decline: None"
motor_insurance_hk_data_non_pii_114423oct2024.csv,93199536,74606673,9508403906,Declined,High Risk,Multiple accidents,"Driver ID: 93199536, Age: 62, Gender: Other, Driving Experience: 5 years, Occupation: Professional, Vehicle: Mercedes-Benz Daytona SP3, Year: 2007, Value: 208194.11 HKD, Engine Size: 2500cc, Registration City: New Territories, Policy ID: 9508403906, Coverage: Third Party, Premium: 7064.82 HKD, Policy Term: 1 year(s), Excess: 4577.68 HKD, Effective Date: 2024-02-29, Expiry Date: 2025-09-27, Renewal Status: Auto-renew, Driving Record: Multiple Accidents, Claims History: 2, Traffic Violations: 0, Vehicle Usage: Commercial, Credit Score: 546, Underwriting Decision: Declined, Risk Class: High Risk, Reason for Decline: Multiple accidents"
motor_insurance_hk_data_non_pii_114423oct2024.csv,88875499,38757503,6046284743,Declined,Medium Risk,Low credit score,"Driver ID: 88875499, Age: 22, Gender: Other, Driving Experience: 32 years, Occupation: Driver, Vehicle: Ferrari Daytona SP3, Year: 2023, Value: 447236.42 HKD, Engine Size: 1500cc, Registration City: New Territories, Policy ID: 6046284743, Coverage: Comprehensive, Premium: 7212.22 HKD, Policy Term: 1 year(s), Excess: 1027.11 HKD, Effective Date: 2024-02-06, Expiry Date: 2025-07-06, Renewal Status: Auto-renew, Driving Record: 1 Accident, Claims History: 0, Traffic Violations: 3, Vehicle Usage: Commercial, Credit Score: 330, Underwriting Decision: Declined, Risk Class: Medium Risk, Reason for Decline: Low credit score"
motor_insurance_hk_data_non_pii_114423oct2024.csv,99595514,84525471,4506077503,Declined,High Risk,Poor driving record,"Driver ID: 99595514, Age: 53, Gender: Female, Driving Experience: 4 years, Occupation: Driver, Vehicle: BMW Civic, Year: 2016, Value: 924868.93 HKD, Engine Size: 1500cc, Registration City: New Territories, Policy ID: 4506077503, Coverage: Third Party, Premium: 6840.67 HKD, Policy Term: 1 year(s), Excess: 3669.87 HKD, Effective Date: 2024-06-06, Expiry Date: 2024-12-02, Renewal Status: Non-renewal, Driving Record: Clean, Claims History: 0, Traffic Violations: 3, Vehicle Usage: Commercial, Credit Score: 684, Underwriting Decision: Declined, Risk Class: High Risk, Reason for Decline: Poor driving record"
motor_insurance_hk_data_non_pii_114423oct2024.csv,69971064,34305297,1592085920,Approved,Medium Risk,,"Driver ID: 69971064, Age: 37, Gender: Other, Driving Experience: 14 years, Occupation: Professional, Vehicle: Audi C-Class, Year: 2018, Value: 737551.09 HKD, Engine Size: 1500cc, Registration City: Hong Kong, Policy ID: 1592085920, Coverage: Comprehensive, Premium: 12612.26 HKD, Policy Term: 1 year(s), Excess: 1265.47 HKD, Effective Date: 2024-02-18, Expiry Date: 2024-12-03, Renewal Status: Auto-renew, Driving Record: Clean, Claims History: 3, Traffic Violations: 0, Vehicle Usage: Private, Credit Score: 401, Underwriting Decision: Approved, Risk Class: Medium Risk, Reason for Decline: None"
motor_insurance_hk_data_non_pii_114423oct2024.csv,10870155,64863749,2325410092,Approved,High Risk,,"Driver ID: 10870155, Age: 23, Gender: Other, Driving Experience: 16 years, Occupation: Clerical, Vehicle: Audi Speedtail, Year: 2013, Value: 715755.0 HKD, Engine Size: 1500cc, Registration City: New Territories, Policy ID: 2325410092, Coverage: Third Party, Premium: 17306.7 HKD, Policy Term: 1 year(s), Excess: 2505.33 HKD, Effective Date: 2024-03-31, Expiry Date: 2025-08-04, Renewal Status: Non-renewal, Driving Record: Clean, Claims History: 5, Traffic Violations: 0, Vehicle Usage: Commercial, Credit Score: 360, Underwriting Decision: Approved, Risk Class: High Risk, Reason for Decline: None"
motor_insurance_hk_data_non_pii_114423oct2024.csv,20086471,93547376,6458806450,Pending,High Risk,,"Driver ID: 20086471, Age: 22, Gender: Other, Driving Experience: 22 years, Occupation: Professional, Vehicle: Toyota A4, Year: 2019, Value: 197892.5 HKD, Engine Size: 2500cc, Registration City: Kowloon, Policy ID: 6458806450, Coverage: Third Party, Premium: 18696.36 HKD, Policy Term: 1 year(s), Excess: 1884.61 HKD, Effective Date: 2024-03-13, Expiry Date: 2025-04-26, Renewal Status: Auto-renew, Driving Record: Clean, Claims History: 0, Traffic Violations: 0, Vehicle Usage: Private, Credit Score: 402, Underwriting Decision: Pending, Risk Class: High Risk, Reason for Decline: None"
motor_insurance_hk_data_non_pii_114423oct2024.csv,31087185,28972829,4596463619,Pending,Low Risk,,"Driver ID: 31087185, Age: 64, Gender: Male, Driving Experience: 1 years, Occupation: Professional, Vehicle: Honda A4, Year: 2009, Value: 499309.26 HKD, Engine Size: 2000cc, Registration City: Kowloon, Policy ID: 4596463619, Coverage: Third Party, Premium: 17922.22 HKD, Policy Term: 1 year(s), Excess: 4576.59 HKD, Effective Date: 2024-10-20, Expiry Date: 2025-03-03, Renewal Status: Non-renewal, Driving Record: Clean, Claims History: 1, Traffic Violations: 0, Vehicle Usage: Private, Credit Score: 786, Underwriting Decision: Pending, Risk Class: Low Risk, Reason for Decline: None"
motor_insurance_hk_data_non_pii_114423oct2024.csv,10121100,90881108,9948834068,Pending,Medium Risk,,"Driver ID: 10121100, Age: 23, Gender: Male, Driving Experience: 31 years, Occupation: Driver, Vehicle: Bentley A4, Year: 2010, Value: 703755.75 HKD, Engine Size: 1000cc, Registration City: New Territories, Policy ID: 9948834068, Coverage: Third Party, Premium: 9124.09 HKD, Policy Term: 1 year(s), Excess: 1297.49 HKD, Effective Date: 2024-02-29, Expiry Date: 2025-01-21, Renewal Status: Non-renewal, Driving Record: 1 Accident, Claims History: 2, Traffic Violations: 2, Vehicle Usage: Private, Credit Score: 522, Underwriting Decision: Pending, Risk Class: Medium Risk, Reason for Decline: None"
motor_insurance_hk_data_non_pii_114423oct2024.csv,80706431,89842739,5444734724,Approved,High Risk,,"Driver ID: 80706431, Age: 40, Gender: Female, Driving Experience: 28 years, Occupation: Professional, Vehicle: Ferrari C-Class, Year: 2006, Value: 604597.45 HKD, Engine Size: 2000cc, Registration City: Hong Kong, Policy ID: 5444734724, Coverage: Third Party, Premium: 12182.62 HKD, Policy Term: 1 year(s), Excess: 2665.27 HKD, Effective Date: 2024-08-16, Expiry Date: 2024-12-07, Renewal Status: Non-renewal, Driving Record: Clean, Claims History: 2, Traffic Violations: 1, Vehicle Usage: Commercial, Credit Score: 523, Underwriting Decision: Approved, Risk Class: High Risk, Reason for Decline: None"
motor_insurance_hk_data_non_pii_114423oct2024.csv,27149189,12185598,6303872232,Approved,Low Risk,,"Driver ID: 27149189, Age: 31, Gender: Female, Driving Experience: 20 years, Occupation: Teacher, Vehicle: Mercedes-Benz C-Class, Year: 2010, Value: 390616.94 HKD, Engine Size: 1000cc, Registration City: Hong Kong, Policy ID: 6303872232, Coverage: Third Party, Premium: 15665.69 HKD, Policy Term: 1 year(s), Excess: 2873.92 HKD, Effective Date: 2024-04-01, Expiry Date: 2024-11-18, Renewal Status: Auto-renew, Driving Record: Clean, Claims History: 1, Traffic Violations: 2, Vehicle Usage: Commercial, Credit Score: 304, Underwriting Decision: Approved, Risk Class: Low Risk, Reason for Decline: None"
motor_insurance_hk_data_non_pii_114423oct2024.csv,36684855,41253880,6538912921,Pending,Low Risk,,"Driver ID: 36684855, Age: 54, Gender: Male, Driving Experience: 3 years, Occupation: Professional, Vehicle: McLaren C-Class, Year: 2016, Value: 750877.07 HKD, Engine Size: 2000cc, Registration City: New Territories, Policy ID: 6538912921, Coverage: Third Party, Premium: 15705.3 HKD, Policy Term: 1 year(s), Excess: 3752.37 HKD, Effective Date: 2024-06-25, Expiry Date: 2024-10-19, Renewal Status: Non-renewal, Driving Record: Clean, Claims History: 0, Traffic Violations: 0, Vehicle Usage: Private, Credit Score: 533, Underwriting Decision: Pending, Risk Class: Low Risk, Reason for Decline: None"
